State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
ALABAMA,1,BLACK BELT,40,ELMORE,51,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED,18,88.9
ALABAMA,1,BLACK BELT,40,ELMORE,51,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,18,34.1
ALABAMA,1,BLACK BELT,40,ELMORE,51,RASPBERRIES,RASPBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,ELMORE,51,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,2,(H)
ALABAMA,1,BLACK BELT,40,ELMORE,51,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,ELMORE,51,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,1,41.9
ALABAMA,1,BLACK BELT,40,GREENE,63,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED,7,88.1
ALABAMA,1,BLACK BELT,40,GREENE,63,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,5,30.4
ALABAMA,1,BLACK BELT,40,GREENE,63,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,GREENE,63,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,4,37.4
ALABAMA,1,BLACK BELT,40,GREENE,63,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED,7,88.9
ALABAMA,1,BLACK BELT,40,GREENE,63,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,5,34.1
ALABAMA,1,BLACK BELT,40,HALE,65,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,HALE,65,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,1,30.4
ALABAMA,1,BLACK BELT,40,HALE,65,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,HALE,65,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,1,34.1
ALABAMA,1,BLACK BELT,40,MACON,87,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED,3,88.1
ALABAMA,1,BLACK BELT,40,MACON,87,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,7,30.4
ALABAMA,1,BLACK BELT,40,MACON,87,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED,2,(H)
ALABAMA,1,BLACK BELT,40,MACON,87,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,3,37.4
ALABAMA,1,BLACK BELT,40,MACON,87,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,MACON,87,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,2,58.4
ALABAMA,1,BLACK BELT,40,MACON,87,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED,2,88.9
ALABAMA,1,BLACK BELT,40,MACON,87,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,5,34.1
ALABAMA,1,BLACK BELT,40,MACON,87,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,MACON,87,BLUEBERRIES,"BLUEBERRIES, WILD - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,2,54
ALABAMA,1,BLACK BELT,40,MARENGO,91,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,MARENGO,91,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,1,30.4
ALABAMA,1,BLACK BELT,40,MARENGO,91,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,MARENGO,91,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,1,34.1
ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,"BERRIES, OTHER","BERRIES, OTHER - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,"BERRIES, OTHER","BERRIES, OTHER - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,2,69.1
ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED,6,88.1
ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,5,30.4
ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,2,37.4
ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,3,34.1
ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,2,41.9
ALABAMA,1,BLACK BELT,40,SUMTER,119,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED,12,88.1
ALABAMA,1,BLACK BELT,40,SUMTER,119,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,4,30.4
ALABAMA,1,BLACK BELT,40,SUMTER,119,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,SUMTER,119,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,2,37.4
ALABAMA,1,BLACK BELT,40,SUMTER,119,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,SUMTER,119,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,4,34.1
ALABAMA,1,BLACK BELT,40,SUMTER,119,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,BLACK BELT,40,SUMTER,119,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,2,41.9
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,"BERRIES, OTHER","BERRIES, OTHER - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,"BERRIES, OTHER","BERRIES, OTHER - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,1,69.1
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED,93,88.1
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,41,30.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED,55,(H)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,19,37.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN",TOTAL,NOT SPECIFIED,7,95.6
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,9,58.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED,61,88.9
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,32,34.1
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,BLUEBERRIES,"BLUEBERRIES, WILD - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,1,54
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,24,85.2
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,5,41.9
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BUTLER,13,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BUTLER,13,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,2,30.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BUTLER,13,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BUTLER,13,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,2,37.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BUTLER,13,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BUTLER,13,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,2,34.1
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CONECUH,35,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CONECUH,35,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,1,30.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CONECUH,35,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CONECUH,35,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,1,37.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CONECUH,35,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CONECUH,35,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,1,41.9
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,53,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED,7,88.1
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,53,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,4,30.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,53,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,53,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,1,58.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,53,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED,7,88.9
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,53,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,4,34.1
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,53,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,53,BLUEBERRIES,"BLUEBERRIES, WILD - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,1,54
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED,49,88.1
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,18,30.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED,35,(H)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,10,37.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,2,58.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED,44,88.9
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,15,34.1
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,BLUEBERRIES,"BLUEBERRIES, WILD - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,1,54
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,2,41.9
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MONROE,99,"BERRIES, OTHER","BERRIES, OTHER - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MONROE,99,"BERRIES, OTHER","BERRIES, OTHER - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,1,69.1
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MONROE,99,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MONROE,99,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,2,30.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MONROE,99,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MONROE,99,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,1,37.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MONROE,99,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MONROE,99,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,1,34.1
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,3,30.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,2,37.4
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,3,34.1
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED,38,88.1
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,25,30.4
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED,9,(H)
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,6,37.4
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN",TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,2,58.4
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED,24,88.9
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,BLUEBERRIES,"BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,18,34.1
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,RASPBERRIES,RASPBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED, (D),(D)
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,1,(H)
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,12,85.2
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,6,41.9
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,15,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,TOTAL,NOT SPECIFIED,12,88.1
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,15,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,13,30.4
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,15,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",TOTAL,NOT SPECIFIED,6,(H)
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,15,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",TOTAL,NOT SPECIFIED,5,37.4
ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,15,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES GROWN",TOTAL,NOT SPECIFIED,12,88.9
